"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"11896","CS1653",18,"Government",16,"M","Own-child","Service","White","m",40.5,58.83,"secundaria",FALSE
"11897","CS1654",25,"Private",16,"M","Husband","Blue-Collar","Black","m",40.5,48.51,"secundaria",FALSE
"11898","CS1655",28,"Private",5,"M","Husband","Professional","White","m",50.5,53.21,"universitaria",FALSE
"11899","CS1657",31,"Private",16,"M","Unmarried","Blue-Collar","White","m",48.5,53.99,"secundaria",FALSE
"11900","CS1658",2,"Private",2,"S","Husband","Sales","White","m",16,47.19,"universitaria",FALSE
"11901","CS1659",39,"Self-Employed",13,"M","Own-child","Blue-Collar","White","m",18.5,52.83,"primaria",FALSE
"11902","CS1660",33,"Government",16,"M","Husband","Blue-Collar","White","m",40.5,55.58,"secundaria",FALSE
"11903","CS1661",28,"Private",5,"M","Husband","White-Collar","White","m",40,60.6,"universitaria",FALSE
"11904","CS1662",27,"Private",5,"S","Husband","Professional","White","m",40,50.53,"universitaria",FALSE
"11905","CS1663",47,"Private",11,"M","Not-in-family","Service","White","m",40.5,52.44,"primaria",FALSE
"11906","CS1664",28,"Private",16,"M","Husband","Blue-Collar","Black","m",40.5,44,"secundaria",FALSE
"11907","CS1666",34,"Self-Employed",2,"M","Unmarried","Sales","White","m",60,49.5,"universitaria",FALSE
"11908","CS1667",19,"Private",14,"S","Husband","Sales","White","m",45,49.66,"secundaria",FALSE
"11909","CS1668",36,"Private",16,"M","Not-in-family","White-Collar","White","m",40,59.61,"secundaria",FALSE
"11910","CS1669",30,"Private",7,"M","Husband","Professional","White","m",60,56.7,"postuniversitara",FALSE
"11911","CS1670",28,"Private",4,"M","Husband","Sales","White","m",40.5,56.45,"universitaria",FALSE
"11912","CS1671",27,"Private",2,"S","Husband","White-Collar","White","m",50,52.86,"universitaria",FALSE
"11913","CS1672",35,"Private",11,"M","Unmarried","Blue-Collar","White","m",40,56,"primaria",FALSE
"11914","CS1673",4,"Private",2,"S","Husband","Sales","White","m",20.5,47.23,"universitaria",FALSE
"11915","CS1675",27,"Private",6,"D","Wife","White-Collar","White","m",50,57.98,"postuniversitara",FALSE
"11916","CS1676",49,"Other/Unknown",16,"M","Unmarried","Other/Unknown","White","m",40.5,52.67,"secundaria",FALSE
"11917","CS1677",8,"Private",2,"S","Husband","Blue-Collar","White","m",40,52.78,"universitaria",FALSE
"11918","CS1678",11,"Government",2,"M","Not-in-family","Blue-Collar","White","m",50,58.39,"universitaria",FALSE
"11919","CS1679",16,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,54.01,"secundaria",FALSE
"11920","CS1681",10,"Private",16,"M","Unmarried","Blue-Collar","White","m",60,56.08,"secundaria",FALSE
"11921","CS1682",27,"Private",5,"M","Husband","White-Collar","White","m",60.5,60.78,"universitaria",FALSE
"11922","CS1684",4,"Self-Employed",16,"S","Wife","Blue-Collar","White","m",80,51.31,"secundaria",FALSE
"11923","CS1685",21,"Private",16,"M","Own-child","White-Collar","White","m",45.5,55.63,"secundaria",FALSE
"11924","CS1687",21,"Private",16,"M","Not-in-family","White-Collar","White","m",50.5,55.77,"secundaria",FALSE
"11925","CS1689",28,"Private",8,"M","Not-in-family","Professional","White","m",40.5,52.79,"postuniversitara",FALSE
"11926","CS1692",3,"Private",16,"S","Own-child","Sales","White","m",50.5,44.36,"secundaria",FALSE
"11927","CS1694",28,"Private",2,"M","Wife","Sales","White","m",50,56.45,"universitaria",FALSE
"11928","CS1695",35,"Private",16,"M","Husband","Blue-Collar","Black","m",40,46.65,"secundaria",FALSE
"11929","CS1697",19,"Private",2,"M","Wife","Blue-Collar","White","m",40,54.3,"universitaria",FALSE
"11930","CS1698",28,"Private",16,"D","Husband","Blue-Collar","White","m",45,51.86,"secundaria",FALSE
"11931","CS1699",38,"Private",6,"M","Not-in-family","Professional","White","m",60.5,55.93,"postuniversitara",FALSE
"11932","CS1702",8,"Private",2,"M","Own-child","Blue-Collar","White","m",40,54.08,"universitaria",FALSE
"11933","CS1705",19,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40,54.62,"secundaria",FALSE
"11934","CS1706",40,"Private",16,"M","Not-in-family","Blue-Collar","White","m",48,53.71,"secundaria",FALSE
"11935","CS1708",8,"Private",5,"S","Not-in-family","Blue-Collar","Asian-Pac-Islander","m",45,45.35,"universitaria",FALSE
"11936","CS1709",27,"Private",6,"M","Not-in-family","White-Collar","White","m",40.5,60.83,"postuniversitara",FALSE
"11937","CS1711",31,"Government",2,"M","Other-relative","Blue-Collar","White","m",40,57.57,"universitaria",FALSE
"11938","CS1712",33,"Private",15,"M","Husband","Blue-Collar","White","m",39.5,60.27,"secundaria",FALSE
"11939","CS1713",22,"Private",5,"M","Husband","Sales","White","m",40,51.1,"universitaria",FALSE
"11940","CS1714",15,"Private",16,"M","Husband","Blue-Collar","Black","m",40,48.43,"secundaria",FALSE
"11941","CS1717",25,"Private",6,"M","Not-in-family","Professional","Asian-Pac-Islander","m",45,44.66,"postuniversitara",FALSE
"11942","CS1718",19,"Private",5,"M","Husband","Sales","White","m",45,51.45,"universitaria",FALSE
"11943","CS1719",22,"Private",16,"M","Husband","Blue-Collar","White","m",45,58.53,"secundaria",FALSE
"11944","CS1721",35,"Government",16,"M","Not-in-family","Service","White","m",70,57.94,"secundaria",FALSE
"11945","CS1722",22,"Private",5,"D","Husband","Sales","White","m",48.5,51.03,"universitaria",FALSE
"11946","CS1723",24,"Government",2,"M","Not-in-family","White-Collar","White","m",42.5,60.81,"universitaria",FALSE
"11947","CS1725",28,"Private",2,"D","Not-in-family","Blue-Collar","White","m",40,53.13,"universitaria",FALSE
"11948","CS1726",39,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,51.45,"secundaria",FALSE
"11949","CS1727",13,"Private",16,"D","Husband","Sales","White","m",45.5,46.17,"secundaria",FALSE
"11950","CS1729",15,"Private",3,"M","Wife","Service","White","m",42,50.44,"universitaria",FALSE
"11951","CS1730",8,"Private",6,"S","Husband","White-Collar","White","m",40,55.97,"postuniversitara",TRUE
"11952","CS1731",30,"Private",2,"S","Own-child","White-Collar","Black","m",40.5,48.88,"universitaria",FALSE
"11953","CS1732",10,"Private",16,"S","Not-in-family","Sales","Black","m",40,36.74,"secundaria",FALSE
"11954","CS1733",19,"Private",5,"S","Not-in-family","Service","White","m",38,50.09,"universitaria",FALSE
"11955","CS1734",11,"Private",3,"S","Not-in-family","Sales","White","m",50.5,50.52,"universitaria",FALSE
"11956","CS1735",49,"Self-Employed",5,"M","Not-in-family","White-Collar","White","m",35.5,54.02,"universitaria",FALSE
"11957","CS1736",10,"Private",5,"S","Husband","Blue-Collar","White","m",40,51.9,"universitaria",FALSE
"11958","CS1738",29,"Private",5,"D","Not-in-family","Service","White","m",45,50.22,"universitaria",FALSE
"11959","CS1739",42,"Government",16,"M","Not-in-family","Blue-Collar","White","m",72,60.22,"secundaria",FALSE
"11960","CS1740",14,"Private",5,"M","Husband","White-Collar","White","m",40,58.75,"universitaria",FALSE
"11961","CS1744",27,"Self-Employed",2,"M","Own-child","Blue-Collar","White","m",60,56.96,"universitaria",FALSE
"11962","CS1746",16,"Private",5,"S","Not-in-family","Professional","White","m",40.5,48.36,"universitaria",FALSE
"11963","CS1751",22,"Private",16,"D","Not-in-family","Blue-Collar","White","m",60.5,51.33,"secundaria",FALSE
"11964","CS1754",37,"Self-Employed",16,"M","Not-in-family","White-Collar","Black","m",45.5,44.49,"secundaria",FALSE
"11965","CS1756",31,"Self-Employed",5,"D","Own-child","White-Collar","Asian-Pac-Islander","m",60,46.79,"universitaria",FALSE
"11966","CS1757",24,"Self-Employed",16,"S","Not-in-family","Blue-Collar","White","m",70.5,49.96,"secundaria",FALSE
"11967","CS1758",35,"Other/Unknown",16,"M","Not-in-family","Other/Unknown","White","m",40,49.9,"secundaria",FALSE
"11968","CS1761",50,"Other/Unknown",16,"M","Wife","Other/Unknown","White","m",40,47.8,"secundaria",FALSE
"11969","CS1763",12,"Private",13,"S","Unmarried","Blue-Collar","Black","m",45.5,41.96,"primaria",FALSE
"11970","CS1766",8,"Private",16,"S","Wife","Blue-Collar","Black","m",40.5,40.28,"secundaria",FALSE
"11971","CS1767",16,"Private",14,"M","Other-relative","Blue-Collar","White","m",40,54.67,"secundaria",FALSE
"11972","CS1768",57,"Private",16,"M","Husband","Service","White","m",20.5,54.13,"secundaria",FALSE
"11973","CS1769",10,"Private",2,"M","Husband","Service","White","m",40.5,54.18,"universitaria",FALSE
"11974","CS1770",13,"Private",16,"M","Husband","Service","White","m",40,51.84,"secundaria",FALSE
"11975","CS1771",34,"Private",2,"M","Not-in-family","White-Collar","White","m",50,56.61,"universitaria",FALSE
"11976","CS1772",35,"Private",3,"M","Husband","Blue-Collar","White","m",50,56.31,"universitaria",FALSE
"11977","CS1775",15,"Private",13,"M","Wife","Blue-Collar","White","m",40,49.9,"primaria",FALSE
"11978","CS1776",7,"Private",14,"M","Husband","Blue-Collar","White","m",40.5,56.91,"secundaria",FALSE
"11979","CS1777",44,"Government",16,"W","Husband","Blue-Collar","White","m",40.5,57.34,"secundaria",FALSE
"11980","CS1778",1,"Other/Unknown",13,"S","Unmarried","Other/Unknown","White","m",30.5,43.2,"primaria",FALSE
"11981","CS1779",27,"Private",2,"M","Own-child","Sales","White","m",40,52.55,"universitaria",FALSE
"11982","CS1780",22,"Private",5,"M","Husband","Sales","White","m",40.5,53.07,"universitaria",FALSE
"11983","CS1781",21,"Private",16,"M","Husband","White-Collar","White","m",40.5,57.61,"secundaria",FALSE
"11984","CS1782",13,"Private",13,"S","Husband","Service","White","m",40.5,45.92,"primaria",FALSE
"11985","CS1783",23,"Private",5,"M","Own-child","White-Collar","White","m",50,59.25,"universitaria",FALSE
"11986","CS1784",15,"Private",4,"S","Husband","White-Collar","White","m",38,51.93,"universitaria",FALSE
"11987","CS1787",23,"Private",6,"M","Wife","White-Collar","Asian-Pac-Islander","m",40,50.23,"postuniversitara",FALSE
"11988","CS1790",14,"Government",12,"M","Unmarried","Service","White","m",40.5,54.76,"primaria",FALSE
"11989","CS1791",27,"Private",4,"D","Husband","Blue-Collar","White","m",40,54.44,"universitaria",FALSE
"11990","CS1794",15,"Private",2,"M","Not-in-family","Blue-Collar","Black","m",40.5,45.16,"universitaria",FALSE
"11991","CS1795",17,"Private",16,"M","Husband","Sales","White","m",40.5,52.31,"secundaria",FALSE
"11992","CS1796",16,"Private",5,"S","Husband","White-Collar","White","m",40,54.49,"universitaria",FALSE
"11993","CS1797",12,"Private",4,"M","Not-in-family","Blue-Collar","Black","m",40,48,"universitaria",FALSE
"11994","CS1798",34,"Government",16,"M","Husband","White-Collar","White","m",40,61.07,"secundaria",FALSE
"11995","CS1800",12,"Private",5,"M","Not-in-family","White-Collar","White","m",40.5,56.01,"universitaria",FALSE
"11996","CS1803",22,"Self-Employed",7,"M","Not-in-family","Professional","Asian-Pac-Islander","m",40.5,42.38,"postuniversitara",FALSE
"11997","CS1804",25,"Private",16,"S","Husband","White-Collar","White","m",40.5,55.73,"secundaria",FALSE
"11998","CS1805",34,"Government",6,"S","Not-in-family","Professional","White","m",38,58.15,"postuniversitara",FALSE
"11999","CS1806",44,"Private",14,"M","Not-in-family","Blue-Collar","White","m",40,55.78,"secundaria",FALSE
"12000","CS1807",16,"Private",16,"M","Husband","Sales","White","m",49.5,52.98,"secundaria",FALSE
"12001","CS1808",59,"Government",11,"M","Husband","Service","White","m",10,54.24,"primaria",FALSE
"12002","CS1809",36,"Self-Employed",16,"D","Husband","White-Collar","White","m",38.5,51.59,"secundaria",FALSE
"12003","CS1810",42,"Private",16,"M","Unmarried","White-Collar","White","m",60,55.49,"secundaria",FALSE
"12004","CS1811",19,"Private",3,"M","Husband","White-Collar","White","m",50,58.54,"universitaria",FALSE
"12005","CS1812",35,"Private",5,"M","Husband","Blue-Collar","White","m",56.5,56.17,"universitaria",FALSE
"12006","CS1814",33,"Private",16,"M","Own-child","Sales","White","m",40.5,51.77,"secundaria",FALSE
"12007","CS1815",6,"Private",16,"S","Husband","Blue-Collar","Black","m",40.5,41.33,"secundaria",FALSE
"12008","CS1816",30,"Government",16,"M","Own-child","Blue-Collar","White","m",40,58.93,"secundaria",FALSE
"12009","CS1818",36,"Private",16,"M","Unmarried","Blue-Collar","White","m",40.5,57.74,"secundaria",FALSE
"12010","CS1819",27,"Government",5,"M","Husband","White-Collar","White","m",50.5,63.24,"universitaria",FALSE
"12011","CS1820",9,"Private",11,"M","Husband","Blue-Collar","White","m",40,54.05,"primaria",FALSE
"12012","CS1821",15,"Private",11,"S","Husband","Blue-Collar","White","m",40,46.89,"primaria",FALSE
"12013","CS1822",3,"Private",2,"S","Not-in-family","Sales","White","m",36.5,50.74,"universitaria",FALSE
"12014","CS1823",3,"Other/Unknown",2,"S","Own-child","Other/Unknown","White","m",45,45.34,"universitaria",FALSE
"12015","CS1824",35,"Private",16,"M","Own-child","Blue-Collar","White","m",40.5,55.13,"secundaria",TRUE
"12016","CS1825",35,"Private",5,"D","Husband","White-Collar","White","m",40.5,56.38,"universitaria",FALSE
"12017","CS1830",5,"Government",2,"S","Unmarried","Service","White","m",10,53.27,"universitaria",FALSE
"12018","CS1832",30,"Government",2,"M","Not-in-family","Professional","White","m",24,56.54,"universitaria",FALSE
"12019","CS1834",40,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40,49.47,"secundaria",FALSE
"12020","CS1836",43,"Private",6,"M","Not-in-family","Sales","White","m",40,55.94,"postuniversitara",FALSE
"12021","CS1837",56,"Private",16,"M","Husband","Blue-Collar","White","m",30,52.03,"secundaria",FALSE
"12022","CS1838",14,"Private",2,"D","Husband","White-Collar","White","m",40,56.95,"universitaria",FALSE
"12023","CS1839",29,"Private",5,"M","Unmarried","White-Collar","Asian-Pac-Islander","m",40.5,51.88,"universitaria",FALSE
"12024","CS1840",7,"Private",2,"S","Husband","Blue-Collar","White","m",44,48.82,"universitaria",FALSE
"12025","CS1841",18,"Government",2,"M","Not-in-family","Blue-Collar","White","m",40,60.26,"universitaria",FALSE
"12026","CS1843",8,"Private",3,"M","Wife","Blue-Collar","White","m",40.5,55.08,"universitaria",FALSE
"12027","CS1844",37,"Private",11,"S","Husband","Blue-Collar","Amer-Indian-Eskimo","m",40,41.89,"primaria",FALSE
"12028","CS1845",29,"Government",16,"S","Not-in-family","Blue-Collar","Black","m",40,49.08,"secundaria",FALSE
"12029","CS1849",16,"Self-Employed",16,"M","Not-in-family","Blue-Collar","White","m",45,52.78,"secundaria",FALSE
"12030","CS1850",5,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,51.5,"secundaria",FALSE
"12031","CS1851",48,"Other/Unknown",6,"M","Husband","Other/Unknown","White","m",30.5,45.87,"postuniversitara",FALSE
"12032","CS1852",7,"Private",12,"S","Husband","Blue-Collar","Black","m",36,44.26,"primaria",FALSE
"12033","CS1853",12,"Private",5,"D","Own-child","Blue-Collar","White","m",50.5,57.92,"universitaria",FALSE
"12034","CS1854",13,"Self-Employed",16,"S","Unmarried","Blue-Collar","Black","m",45,39.1,"secundaria",FALSE
"12035","CS1858",10,"Private",16,"S","Own-child","Service","White","m",24,48.4,"secundaria",FALSE
"12036","CS1860",7,"Private",16,"D","Wife","Sales","White","m",40,45.08,"secundaria",FALSE
"12037","CS1861",30,"Private",2,"M","Not-in-family","Blue-Collar","White","m",40.5,57.85,"universitaria",FALSE
"12038","CS1862",46,"Government",5,"M","Husband","White-Collar","White","m",50.5,62.66,"universitaria",FALSE
"12039","CS1863",9,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,47.93,"secundaria",FALSE
"12040","CS1864",22,"Government",16,"M","Other-relative","Service","Asian-Pac-Islander","m",54,46.65,"secundaria",FALSE
"12041","CS1866",7,"Private",2,"S","Unmarried","Service","White","m",20,49.51,"universitaria",FALSE
"12042","CS1868",30,"Private",12,"D","Not-in-family","Service","White","m",25.5,46.56,"primaria",FALSE
"12043","CS1869",16,"Self-Employed",5,"M","Not-in-family","Professional","White","m",45,54.32,"universitaria",FALSE
"12044","CS1870",24,"Private",13,"M","Husband","Blue-Collar","White","m",40,56.98,"primaria",FALSE
"12045","CS1871",15,"Private",16,"S","Husband","White-Collar","Black","m",40,47.25,"secundaria",FALSE
"12046","CS1872",15,"Private",2,"M","Own-child","White-Collar","White","m",65.5,61.3,"universitaria",FALSE
"12047","CS1873",16,"Government",5,"S","Husband","White-Collar","White","m",37,58.51,"universitaria",FALSE
"12048","CS1874",5,"Private",2,"S","Not-in-family","Service","White","m",10.5,45.87,"universitaria",FALSE
"12049","CS1875",48,"Private",2,"M","Own-child","Sales","Black","m",40.5,46.3,"universitaria",FALSE
"12050","CS1876",28,"Private",2,"X","Husband","White-Collar","White","m",45.5,55.89,"universitaria",FALSE
"12051","CS1877",26,"Self-Employed",5,"M","Not-in-family","Sales","White","m",60.5,55.92,"universitaria",FALSE
"12052","CS1878",7,"Other/Unknown",5,"S","Husband","Other/Unknown","White","m",35.5,41.84,"universitaria",FALSE
"12053","CS1880",8,"Private",16,"S","Not-in-family","Service","White","m",40,49.02,"secundaria",FALSE
"12054","CS1881",26,"Private",5,"M","Unmarried","Service","White","m",40,53.38,"universitaria",FALSE
"12055","CS1883",11,"Government",5,"S","Wife","White-Collar","Black","m",48,51.76,"universitaria",FALSE
"12056","CS1884",11,"Government",2,"S","Not-in-family","White-Collar","White","m",40,55.55,"universitaria",FALSE
"12057","CS1887",39,"Self-Employed",2,"M","Not-in-family","Blue-Collar","White","m",40.5,57.29,"universitaria",TRUE
"12058","CS1888",6,"Self-Employed",16,"S","Husband","Service","White","m",40.5,41.53,"secundaria",FALSE
"12059","CS1890",54,"Self-Employed",16,"M","Wife","Blue-Collar","White","m",45.5,51.67,"secundaria",FALSE
"12060","CS1892",10,"Private",16,"D","Not-in-family","Service","White","m",40,51.4,"secundaria",FALSE
"12061","CS1893",18,"Private",6,"M","Other-relative","Professional","White","m",55,57.3,"postuniversitara",FALSE
"12062","CS1894",54,"Private",2,"W","Husband","Sales","White","m",40,49.35,"universitaria",FALSE
"12063","CS1895",26,"Government",5,"X","Not-in-family","White-Collar","White","m",45,60.16,"universitaria",FALSE
"12064","CS1896",29,"Private",5,"M","Not-in-family","Sales","White","m",55,52.31,"universitaria",FALSE
"12065","CS1897",10,"Private",14,"S","Husband","Blue-Collar","White","m",40,49.85,"secundaria",FALSE
"12066","CS1898",9,"Private",16,"M","Not-in-family","Blue-Collar","White","m",45,54.7,"secundaria",FALSE
"12067","CS1899",7,"Private",5,"S","Husband","Professional","White","m",50,49.66,"universitaria",FALSE
"12068","CS1900",13,"Private",2,"S","Own-child","Service","Other","m",40,38.64,"universitaria",FALSE
"12069","CS1902",15,"Private",16,"S","Unmarried","Blue-Collar","White","m",50,50.31,"secundaria",FALSE
"12070","CS1904",23,"Private",2,"M","Not-in-family","Blue-Collar","White","m",50,59.04,"universitaria",FALSE
"12071","CS1905",28,"Private",16,"M","Husband","Blue-Collar","White","m",40,54.65,"secundaria",FALSE
"12072","CS1908",10,"Private",13,"M","Not-in-family","Blue-Collar","White","m",35.5,51.92,"primaria",FALSE
"12073","CS1909",20,"Private",12,"M","Husband","Blue-Collar","White","m",50.5,52.13,"primaria",FALSE
"12074","CS1910",22,"Private",14,"M","Husband","Blue-Collar","White","m",45,57.5,"secundaria",FALSE
"12075","CS1911",23,"Private",16,"S","Husband","Blue-Collar","White","m",48.5,56.3,"secundaria",FALSE
"12076","CS1912",36,"Self-Employed",7,"M","Unmarried","White-Collar","White","m",40.5,54.33,"postuniversitara",FALSE
"12077","CS1913",23,"Private",9,"M","Husband","Blue-Collar","White","m",45,55.2,"primaria",FALSE
"12078","CS1914",25,"Self-Employed",2,"D","Husband","Blue-Collar","White","m",40,49.34,"universitaria",FALSE
"12079","CS1915",26,"Government",6,"M","Not-in-family","White-Collar","White","m",60,63.68,"postuniversitara",FALSE
"12080","CS1916",31,"Private",5,"M","Husband","Sales","White","m",70,56.98,"universitaria",FALSE
"12081","CS1917",12,"Government",3,"M","Husband","Service","Black","m",46.5,49.06,"universitaria",FALSE
"12082","CS1918",9,"Government",5,"S","Husband","Professional","White","m",35.5,52.13,"universitaria",FALSE
"12083","CS1921",22,"Private",6,"M","Unmarried","Blue-Collar","Black","m",40.5,44.01,"postuniversitara",FALSE
"12084","CS1922",28,"Private",2,"M","Husband","Service","White","m",18.5,54.15,"universitaria",FALSE
"12085","CS1925",14,"Private",5,"S","Own-child","White-Collar","White","m",55,54.2,"universitaria",FALSE
"12086","CS1926",14,"Private",5,"S","Not-in-family","Sales","White","m",48.5,51.96,"universitaria",FALSE
"12087","CS1927",29,"Private",16,"M","Not-in-family","Blue-Collar","White","m",45,55.87,"secundaria",FALSE
"12088","CS1928",4,"Private",16,"S","Husband","Blue-Collar","White","m",40,50.79,"secundaria",FALSE
"12089","CS1929",42,"Private",6,"S","Own-child","Professional","White","m",80,53.85,"postuniversitara",FALSE
"12090","CS1930",27,"Private",2,"D","Not-in-family","White-Collar","White","m",48.5,53.18,"universitaria",FALSE
"12091","CS1934",9,"Private",16,"M","Other-relative","Sales","White","m",40.5,49.19,"secundaria",FALSE
"12092","CS1935",62,"Private",5,"M","Husband","White-Collar","White","m",45,61.36,"universitaria",FALSE
"12093","CS1936",22,"Government",5,"X","Husband","Professional","Black","m",40.5,43.61,"universitaria",FALSE
"12094","CS1938",34,"Government",5,"M","Unmarried","White-Collar","White","m",40.5,65.15,"universitaria",FALSE
"12095","CS1940",23,"Private",2,"M","Not-in-family","Blue-Collar","White","m",45.5,52.06,"universitaria",FALSE
"12096","CS1941",40,"Private",13,"M","Husband","Sales","White","m",40,54.34,"primaria",FALSE
"12097","CS1945",21,"Private",6,"M","Other-relative","White-Collar","White","m",60.5,60.11,"postuniversitara",FALSE
"12098","CS1948",13,"Government",5,"M","Unmarried","Professional","White","m",25,57.04,"universitaria",FALSE
"12099","CS1949",24,"Private",6,"M","Husband","White-Collar","White","m",40.5,57.91,"postuniversitara",FALSE
"12100","CS1950",28,"Self-Employed",5,"M","Husband","White-Collar","White","m",40.5,61.18,"universitaria",FALSE
"12101","CS1951",22.5804861517607,"Government",16,"M","Husband","White-Collar","White","m",6.5,61.53,"secundaria",FALSE
"12102","CS1952",14,"Private",5,"S","Husband","Professional","Black","m",40,43.08,"universitaria",FALSE
"12103","CS1953",5,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40.5,53.94,"secundaria",FALSE
"12104","CS1954",52,"Private",13,"M","Husband","Service","White","m",40.5,51.56,"primaria",FALSE
"12105","CS1955",24,"Private",14,"S","Husband","Blue-Collar","White","m",35.5,53.18,"secundaria",FALSE
"12106","CS1956",54,"Private",16,"M","Own-child","Sales","White","m",40.5,52.35,"secundaria",FALSE
"12107","CS1959",16,"Private",2,"M","Not-in-family","White-Collar","White","m",40.5,56.4,"universitaria",FALSE
"12108","CS1960",16,"Private",16,"S","Husband","White-Collar","White","m",38.5,56.81,"secundaria",FALSE
"12109","CS1961",35,"Government",6,"M","Own-child","Professional","White","m",40.5,56.21,"postuniversitara",FALSE
"12110","CS1962",34,"Private",6,"M","Husband","Professional","White","m",45.5,59.21,"postuniversitara",FALSE
"12111","CS1963",33,"Private",5,"M","Husband","Sales","White","m",50.5,53.3,"universitaria",FALSE
"12112","CS1964",12,"Private",5,"S","Husband","Blue-Collar","White","m",20,54.18,"universitaria",FALSE
"12113","CS1966",5,"Private",2,"S","Unmarried","Sales","White","m",30.5,49.54,"universitaria",FALSE
"12114","CS1968",39,"Private",13,"M","Unmarried","Blue-Collar","White","m",40.5,52.17,"primaria",FALSE
"12115","CS1969",29,"Self-Employed",16,"M","Husband","Sales","Asian-Pac-Islander","m",50,38.6,"secundaria",FALSE
"12116","CS1970",19,"Private",2,"S","Husband","Sales","White","m",40.5,48.74,"universitaria",FALSE
"12117","CS1971",15,"Other/Unknown",14,"X","Not-in-family","Other/Unknown","Black","m",40.5,38.59,"secundaria",FALSE
"12118","CS1972",10,"Private",6,"S","Not-in-family","Professional","White","m",40.5,48.79,"postuniversitara",FALSE
"12119","CS1973",14,"Private",16,"M","Not-in-family","Service","White","m",55.5,51.89,"secundaria",FALSE
"12120","CS1974",17,"Private",16,"M","Husband","Sales","White","m",20.5,54.52,"secundaria",FALSE
"12121","CS1975",24,"Private",5,"M","Husband","Professional","Asian-Pac-Islander","m",40.5,42.68,"universitaria",FALSE
"12122","CS1976",7,"Private",5,"S","Not-in-family","White-Collar","White","m",40,55.82,"universitaria",FALSE
"12123","CS1978",32,"Self-Employed",14,"M","Not-in-family","Blue-Collar","White","m",50.5,49.9,"secundaria",FALSE
"12124","CS1979",23,"Government",13,"D","Husband","Blue-Collar","Black","m",40.5,45.89,"primaria",FALSE
"12125","CS1981",33,"Government",16,"M","Not-in-family","White-Collar","White","m",40.5,61.96,"secundaria",FALSE
"12126","CS1983",20,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,53.87,"secundaria",FALSE
"12127","CS1984",45,"Self-Employed",2,"M","Husband","White-Collar","White","m",50,51.97,"universitaria",FALSE
"12128","CS1985",13,"Private",16,"S","Husband","Blue-Collar","White","m",48,53.2,"secundaria",FALSE
"12129","CS1986",38,"Self-Employed",2,"M","Not-in-family","Sales","White","m",45.5,48.85,"universitaria",FALSE
"12130","CS1988",18,"Private",16,"M","Wife","Blue-Collar","White","m",50.5,58.75,"secundaria",FALSE
"12131","CS1991",10,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40,48.58,"secundaria",FALSE
"12132","CS1992",31,"Private",2,"S","Not-in-family","Sales","White","m",70.5,51.46,"universitaria",FALSE
"12133","CS1993",34,"Private",16,"D","Not-in-family","White-Collar","White","m",38,54.92,"secundaria",FALSE
"12134","CS1995",28,"Private",2,"D","Unmarried","Blue-Collar","White","m",50,50.36,"universitaria",FALSE
"12135","CS1996",33,"Private",16,"M","Not-in-family","Sales","White","m",60,53.21,"secundaria",FALSE
"12136","CS1998",21,"Private",5,"M","Not-in-family","Sales","White","m",55.5,54.34,"universitaria",FALSE
"12137","CS1999",35,"Government",16,"D","Husband","Blue-Collar","White","m",38,57.53,"secundaria",FALSE
"12138","CS2000",19,"Private",16,"S","Unmarried","Blue-Collar","White","m",35.5,49.97,"secundaria",FALSE
"12139","CS2002",52,"Self-Employed",16,"M","Other-relative","Blue-Collar","White","m",40,53.44,"secundaria",FALSE
"12140","CS2004",23,"Private",5,"X","Wife","Sales","White","m",50,52.14,"universitaria",FALSE
"12141","CS2005",11,"Private",16,"S","Not-in-family","Blue-Collar","Black","m",30.5,42.85,"secundaria",FALSE
"12142","CS2007",8,"Private",11,"M","Other-relative","Blue-Collar","White","m",38.5,49.49,"primaria",FALSE
"12143","CS2008",12,"Private",16,"S","Husband","Blue-Collar","White","m",70,50.44,"secundaria",FALSE
"12144","CS2014",14,"Private",5,"M","Not-in-family","Professional","White","m",45,55.78,"universitaria",FALSE
"12145","CS2016",18,"Private",6,"S","Not-in-family","Professional","White","m",60,53.41,"postuniversitara",FALSE
"12146","CS2017",42,"Government",16,"S","Not-in-family","White-Collar","White","m",40.5,55.35,"secundaria",FALSE
"12147","CS2018",23,"Private",6,"M","Not-in-family","White-Collar","White","m",40,58.61,"postuniversitara",FALSE
"12148","CS2019",7,"Private",14,"S","Husband","Blue-Collar","White","m",40.5,48.65,"secundaria",FALSE
"12149","CS2021",20,"Private",8,"S","Wife","Professional","White","m",40.5,51.5,"postuniversitara",FALSE
"12150","CS2022",16,"Private",2,"D","Not-in-family","Service","White","m",40.5,51.48,"universitaria",FALSE
"12151","CS2024",20,"Private",5,"M","Own-child","White-Collar","White","m",40.5,58.59,"universitaria",FALSE
